Graph,Algorithm,Max threads,median,std
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,32,6.702498009783499,2.3377904870329487
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,1,1.0000000205607338,0.007480920953501626
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,2,0.21535928400868143,0.00457507017171789
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,4,0.11746293379780982,0.0008054167341553348
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,6,0.118798466164837,0.0009664544297325171
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,8,0.11747587476711568,0.00046263513991676213
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,10,0.07836600935775544,0.0010442963924269287
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,12,0.07825732568074537,0.0013389462650416797
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,14,0.07556442625601006,0.0018818389268507104
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,16,0.07030089640354142,0.0013292360622997406
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka mixed merge,18,0.06804342816138172,0.0017881218621501863
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,1,1.0000000002996157,0.008478147015368077
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,2,0.21773011431892433,0.003842702746916744
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,4,0.11814449397604362,0.001959912031593847
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,6,0.11955146272890677,0.0008839098298249894
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,8,0.11834273704245885,0.0009458864166021727
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,10,0.07902061229079277,0.0013842682592184147
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,12,0.07910321439411772,0.0010184899043716301
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,14,0.07673537962104154,0.0018462805063794237
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,16,0.07067979609016208,0.0013633140608842653
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Boruvka then merge,18,0.06855374986943791,0.0016746407398346027
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,1,1.0000000533771933,0.006912534078358244
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,2,1.0173276873149841,0.01734188949055211
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,4,1.213636000873402,0.02006784259349083
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,6,1.4473457353217807,0.02053038959074744
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,8,1.6097756981195745,0.02456163502510149
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,10,1.775543014852159,0.06168234399489673
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,12,1.89252333004268,0.027004959903327255
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,14,1.9972156591906576,0.0361465663250965
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,16,1.9826220781175679,0.04305383599326258
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Dense Boruvka,18,2.016504990164738,0.03436302030692408
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,1,1.0000000249202414,0.009993437219512735
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,2,0.21687572826352258,0.0032247805521860196
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,4,0.11776793845692415,0.001155578763164897
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,6,0.11883479290600424,0.0014398685103864425
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,8,0.11749708716431753,0.001715992759558623
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,10,0.07849084999752777,0.0006624199097805347
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,12,0.07838650387237088,0.0011897200732478002
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,14,0.07570355309055872,0.001883251716289165
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,16,0.07003948880845083,0.0013301219087947377
